"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aus Gov","Aust"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Child care service related reasons","Cost or too expensive","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","26.8","20.7","17.9","13.8","6.5","2.8","1.2","1.1","","","91.7"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Child care service related reasons","No child care in locality or not at all","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","2.0","0","1.9","0","0","0.5","0","0","","","6.1"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Child care service related reasons","Booked out or no places available","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","0","1.8","0","0","0","0","0","0","","","5.0"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Non-child care service related reasons","Children too young or too old","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","17.6","16.8","5.0","10.1","1.9","1.3","0","0","","","56.2"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Non-child care service related reasons","Prefers to look after children","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","27.7","19.0","11.5","11.0","4.3","2.5","1.6","0.8","","","78.9"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Non-child care service related reasons","Child has disability or special needs","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","2.8","1.5","5.1","1.5","0.9","0.7","0","0","","","18.1"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Non-child care service related reasons","On maternity/paternity leave","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","5.3","5.8","2.3","2.3","2.9","0","0","0","","","20.8"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Non-child care service related reasons","Other child care reasons","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","9.9","4.7","7.5","3.5","0","0","0.9","0","","","27.4"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","By main reason","Non-child care service related reasons","All non-child care service related reasons","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","'000","65.3","45.3","37.1","31.2","9.9","3.5","2.6","1.0","","","197.8"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Proportion by main reason","Child care service related reasons","Cost or too expensive","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","%","27.2","29.4","32.4","33.5","41.4","40.0","np","47.8","","","31.0"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Proportion by main reason","Child care service related reasons","Cost or too expensive","15+ years old","","95%CI","ABS (unpublished) Participation Job Search and Mobility","% (±)","6.8","9.3","9.7","9.6","12.2","10.2","np","27.4","","","4.1"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Proportion by main reason","Child care service related reasons","No child care in locality or not at all","15+ years old","","","ABS (unpublished) Participation Job Search and Mobility","%","np","0","np","0","0","np","0","0","","","2.1"
"3A.38","2020","Family work-related needs for childcare","15+ years old","All people","All areas","","Persons aged 15 years and over not in the labour force due to caring for children","Proportion by main reason","Child care service related reasons","No child care in locality or not at all","15+ years old","","95%CI","ABS (unpublished) Participation Job Search and Mobility","% (±)","np","0","np","0","0","np","0","0","","","1.5"
